fdc_id,food_name,wweia_category,wweia_category_description,food_group,meal_tags,serving_grams,calories,protein_g,carbohydrate_g,fat_g,fiber_g,sugars_g,sodium_mg,saturated_fat_g,vegetarian,vegan,minimally_processed,source
2707229,"Egg omelet or scrambled egg, with tomatoes, fat added",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,165.0,10.3,1.5,13.2,0.2,0.6,218.0,3.9,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707230,"Egg omelet or scrambled egg, with tomatoes, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,127.0,10.9,1.6,8.7,0.2,0.6,213.0,2.8,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707240,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,167.0,10.6,1.5,13.2,0.3,0.5,218.0,3.9,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707238,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,167.0,10.6,1.5,13.2,0.3,0.5,218.0,3.9,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707239,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,129.0,11.2,1.6,8.7,0.3,0.5,213.0,2.8,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707188,"Egg salad, made with Italian dressing",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,172.0,10.0,3.4,12.7,0.0,3.1,456.0,3.2,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707186,"Egg salad, made with creamy dressing",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,212.0,10.2,2.1,17.7,0.0,1.9,420.0,4.0,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707189,"Egg salad, made with light Italian dressing",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,143.0,10.0,3.0,9.7,0.0,2.8,437.0,2.7,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707187,"Egg salad, made with light creamy dressing",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,155.0,10.2,2.4,11.3,0.0,2.1,426.0,3.0,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707183,"Egg salad, made with light mayonnaise",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,172.0,10.0,2.8,13.0,0.0,1.6,423.0,3.3,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707185,"Egg salad, made with light mayonnaise-type salad dressing",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,172.0,10.0,2.8,13.0,0.0,1.6,423.0,3.3,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707182,"Egg salad, made with mayonnaise",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,257.0,10.3,1.0,23.1,0.0,1.0,378.0,4.9,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707184,"Egg salad, made with mayonnaise-type salad dressing",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,174.0,10.1,3.9,12.8,0.0,3.0,385.0,3.3,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707298,"Egg substitute, omelet, scrambled, or fried, fat added",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,96.0,9.3,1.9,5.7,0.0,1.9,313.0,1.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707299,"Egg substitute, omelet, scrambled, or fried, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,48.0,10.0,2.0,0.0,0.0,2.0,314.0,0.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707300,"Egg substitute, omelet, scrambled, or fried, with cheese",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,128.0,10.7,2.3,8.5,0.0,2.0,398.0,3.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707303,"Egg substitute, omelet, scrambled, or fried, with cheese and meat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,138.0,11.5,2.2,9.2,0.0,1.9,452.0,3.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707304,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,118.0,9.8,2.5,7.6,0.2,1.9,365.0,3.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707306,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,132.0,11.0,2.4,8.7,0.1,1.9,431.0,3.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707301,"Egg substitute, omelet, scrambled, or fried, with meat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,115.0,10.8,1.8,7.2,0.0,1.8,410.0,2.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707305,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,101.0,9.5,2.2,6.0,0.2,1.7,348.0,1.7,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707302,"Egg substitute, omelet, scrambled, or fried, with vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,89.0,8.6,2.2,5.1,0.2,1.8,286.0,1.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707283,"Egg white omelet, scrambled, or fried, NS as to fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,100.0,10.0,2.2,5.7,0.0,0.7,282.0,1.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707288,"Egg white omelet, scrambled, or fried, NS as to fat type",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,100.0,10.0,2.2,5.7,0.0,0.7,282.0,1.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707286,"Egg white omelet, scrambled, or fried, made with butter",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,97.0,10.0,2.2,5.4,0.0,0.7,297.0,3.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707287,"Egg white omelet, scrambled, or fried, made with cooking spray",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,59.0,10.6,2.5,0.8,0.0,0.7,279.0,0.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707284,"Egg white omelet, scrambled, or fried, made with margarine",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,86.0,10.0,2.2,4.2,0.0,0.7,308.0,0.8,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707285,"Egg white omelet, scrambled, or fried, made with oil",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,107.0,10.0,2.2,6.5,0.0,0.7,263.0,0.9,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707289,"Egg white omelet, scrambled, or fried, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,52.0,10.7,2.4,0.0,0.0,0.7,281.0,0.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707290,"Egg white, omelet, scrambled, or fried, with cheese",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,132.0,11.3,2.6,8.5,0.0,0.9,371.0,3.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707293,"Egg white, omelet, scrambled, or fried, with cheese and meat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,141.0,12.0,2.5,9.2,0.0,0.9,427.0,3.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707294,"Egg white, omelet, scrambled, or fried, with cheese and vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,121.0,10.4,2.8,7.6,0.2,1.0,341.0,3.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707296,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,135.0,11.5,2.6,8.7,0.1,0.9,408.0,3.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707291,"Egg white, omelet, scrambled, or fried, with meat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,119.0,11.3,2.1,7.2,0.0,0.7,383.0,2.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707295,"Egg white, omelet, scrambled, or fried, with meat and vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,104.0,10.0,2.4,6.0,0.2,0.8,323.0,1.7,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707292,"Egg white, omelet, scrambled, or fried, with vegetables",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,92.0,9.1,2.5,5.1,0.2,0.7,259.0,1.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707180,"Egg, Benedict",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,288.0,13.8,8.5,22.1,0.6,1.2,468.0,10.3,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707179,"Egg, creamed",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,148.0,7.8,5.5,10.4,0.1,3.0,363.0,4.0,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707181,"Egg, deviled",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,198.0,11.5,1.1,15.9,0.0,1.1,430.0,3.9,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707168,"Egg, white only, raw",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,52.0,10.7,2.4,0.0,0.0,0.7,166.0,0.0,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707169,"Egg, white, cooked, NS as to fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,100.0,10.0,2.2,5.7,0.0,0.7,282.0,1.5,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707171,"Egg, white, cooked, fat added",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,100.0,10.0,2.2,5.7,0.0,0.7,282.0,1.5,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707170,"Egg, white, cooked, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,52.0,10.7,2.4,0.0,0.0,0.7,281.0,0.0,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707164,"Egg, whole, baked, NS as to fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,185.0,11.6,0.9,15.0,0.0,0.2,248.0,4.5,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707166,"Egg, whole, baked, fat added",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,185.0,11.6,0.9,15.0,0.0,0.2,248.0,4.5,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707165,"Egg, whole, baked, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,143.0,12.4,1.0,9.9,0.0,0.2,244.0,3.2,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707154,"Egg, whole, boiled or poached",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,143.0,12.4,1.0,10.0,0.0,0.2,129.0,3.2,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707153,"Egg, whole, cooked, NS as to cooking method",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,176.0,11.8,0.9,13.9,0.0,0.2,195.0,3.6,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707156,"Egg, whole, fried no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,143.0,12.4,1.0,9.9,0.0,0.2,244.0,3.2,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707160,"Egg, whole, fried with animal fat or meat drippings",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,188.0,11.7,0.9,15.3,0.0,0.2,268.0,5.3,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707159,"Egg, whole, fried with butter",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,182.0,11.6,0.9,14.6,0.0,0.2,263.0,6.0,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707161,"Egg, whole, fried with cooking spray",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,149.0,12.2,1.2,10.6,0.0,0.2,243.0,3.2,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707157,"Egg, whole, fried with margarine",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,171.0,11.6,1.0,13.5,0.0,0.2,274.0,3.8,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707158,"Egg, whole, fried with oil",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,192.0,11.6,0.9,15.8,0.0,0.2,228.0,3.9,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707155,"Egg, whole, fried, NS as to fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,185.0,11.6,0.9,15.0,0.0,0.2,248.0,4.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707162,"Egg, whole, fried, NS as to fat type",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,185.0,11.6,0.9,15.0,0.0,0.2,248.0,4.5,True,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707167,"Egg, whole, pickled",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,154.0,12.5,1.1,10.5,0.0,1.1,392.0,3.2,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707152,"Egg, whole, raw",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,143.0,12.4,1.0,10.0,0.0,0.2,129.0,3.2,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707173,"Egg, yolk only, cooked, NS as to fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,357.0,15.1,1.0,32.6,0.0,0.5,172.0,10.4,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707175,"Egg, yolk only, cooked, fat added",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,357.0,15.1,1.0,32.6,0.0,0.5,172.0,10.4,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707174,"Egg, yolk only, cooked, no added fat",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,327.0,16.2,1.0,28.7,0.0,0.6,164.0,9.5,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707172,"Egg, yolk only, raw",2502,Eggs and omelets,protein,"breakfast,dinner,lunch",100.0,328.0,16.2,1.0,28.8,0.0,0.6,48.0,9.6,True,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706368,Escargot,2404,Shellfish,protein,"dinner,lunch",120.0,189.6,24.0,3.0,8.3,0.0,0.0,344.4,1.4,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2707367,"Fava beans, cooked",2802,"Beans, peas, legumes",protein,"dinner,lunch",150.0,241.5,10.6,27.4,10.3,7.5,2.5,330.0,1.4,True,True,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706866,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,protein,"dinner,lunch",120.0,127.2,9.6,5.2,7.5,1.2,1.9,300.0,1.0,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706865,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,protein,"dinner,lunch",120.0,124.8,9.3,5.6,7.2,1.4,1.8,306.0,1.0,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706225,"Fish, NS as to type, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,249.6,27.6,0.0,14.9,0.0,0.0,368.4,3.6,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706226,"Fish, NS as to type, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,267.6,24.9,9.3,14.0,0.4,0.2,408.0,3.4,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706227,"Fish, NS as to type, fried",2402,Fish,protein,"dinner,lunch",120.0,322.8,19.3,14.1,20.7,0.6,0.2,478.8,3.4,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706228,"Fish, NS as to type, steamed",2402,Fish,protein,"dinner,lunch",120.0,205.2,28.1,0.0,9.7,0.0,0.0,229.2,2.2,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706232,"Fish, anchovy",2402,Fish,protein,"dinner,lunch",120.0,252.0,34.7,0.0,11.7,0.0,0.0,4401.6,2.6,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706295,"Fish, bass, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,193.2,27.5,0.0,8.4,0.0,0.0,360.0,2.2,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706297,"Fish, bass, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,218.4,24.7,9.3,8.3,0.4,0.2,400.8,2.1,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706298,"Fish, bass, fried",2402,Fish,protein,"dinner,lunch",120.0,285.6,19.1,14.1,16.4,0.6,0.2,474.0,2.5,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706296,"Fish, bass, grilled",2402,Fish,protein,"dinner,lunch",120.0,171.6,28.0,0.0,5.8,0.0,0.0,352.8,1.5,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706299,"Fish, bass, steamed",2402,Fish,protein,"dinner,lunch",120.0,147.6,27.9,0.0,3.0,0.0,0.0,220.8,0.8,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706229,"Fish, canned",2402,Fish,protein,"dinner,lunch",120.0,187.2,27.8,0.0,7.6,0.0,0.0,454.8,2.2,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706233,"Fish, carp",2402,Fish,protein,"dinner,lunch",120.0,255.6,24.0,9.3,12.9,0.4,0.2,376.8,2.9,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706235,"Fish, catfish, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,226.8,22.7,0.0,14.3,0.0,0.0,404.4,3.4,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706237,"Fish, catfish, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,246.0,20.7,9.3,13.3,0.4,0.2,439.2,3.2,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706238,"Fish, catfish, fried",2402,Fish,protein,"dinner,lunch",120.0,306.0,16.2,14.1,20.0,0.6,0.2,501.6,3.2,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706236,"Fish, catfish, grilled",2402,Fish,protein,"dinner,lunch",120.0,205.2,23.2,0.0,11.8,0.0,0.0,398.4,2.7,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706239,"Fish, catfish, steamed",2402,Fish,protein,"dinner,lunch",120.0,180.0,23.1,0.0,9.0,0.0,0.0,266.4,2.0,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706241,"Fish, cod, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,151.2,22.8,0.0,6.0,0.0,0.0,421.2,1.6,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706243,"Fish, cod, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,182.4,20.7,9.3,6.3,0.4,0.2,452.4,1.6,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706244,"Fish, cod, fried",2402,Fish,protein,"dinner,lunch",120.0,260.4,16.2,14.1,15.0,0.6,0.2,511.2,2.1,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706242,"Fish, cod, grilled",2402,Fish,protein,"dinner,lunch",120.0,129.6,23.2,0.0,3.3,0.0,0.0,415.2,0.8,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706245,"Fish, cod, steamed",2402,Fish,protein,"dinner,lunch",120.0,104.4,23.1,0.0,0.6,0.0,0.0,282.0,0.1,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706246,"Fish, croaker",2402,Fish,protein,"dinner,lunch",120.0,226.8,23.9,9.3,9.8,0.4,0.2,386.4,2.9,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706249,"Fish, flounder, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,153.6,18.5,0.0,8.3,0.0,0.0,379.2,2.1,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706251,"Fish, flounder, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,183.6,17.1,9.3,8.2,0.4,0.2,417.6,2.1,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706252,"Fish, flounder, fried",2402,Fish,protein,"dinner,lunch",120.0,260.4,13.6,14.1,16.4,0.6,0.2,486.0,2.4,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706250,"Fish, flounder, grilled",2402,Fish,protein,"dinner,lunch",120.0,130.8,18.9,0.0,5.7,0.0,0.0,373.2,1.4,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706253,"Fish, flounder, steamed",2402,Fish,protein,"dinner,lunch",120.0,105.6,18.8,0.0,2.9,0.0,0.0,240.0,0.7,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706255,"Fish, haddock, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,151.2,24.3,0.0,6.1,0.0,0.0,360.0,1.6,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706257,"Fish, haddock, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,182.4,22.0,9.3,6.4,0.4,0.2,400.8,1.6,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706258,"Fish, haddock, fried",2402,Fish,protein,"dinner,lunch",120.0,260.4,17.2,14.1,15.0,0.6,0.2,474.0,2.1,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706256,"Fish, haddock, grilled",2402,Fish,protein,"dinner,lunch",120.0,129.6,24.8,0.0,3.4,0.0,0.0,352.8,0.9,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706259,"Fish, haddock, steamed",2402,Fish,protein,"dinner,lunch",120.0,104.4,24.7,0.0,0.7,0.0,0.0,220.8,0.1,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706260,"Fish, halibut",2402,Fish,protein,"dinner,lunch",120.0,210.0,24.9,9.3,7.5,0.4,0.2,400.8,1.9,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706261,"Fish, herring",2402,Fish,protein,"dinner,lunch",120.0,294.0,24.1,9.3,17.2,0.4,0.2,428.4,4.1,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706264,"Fish, mackerel, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,284.4,29.9,0.0,17.2,0.0,0.0,386.4,4.8,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706266,"Fish, mackerel, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,294.0,26.8,9.3,15.7,0.4,0.2,423.6,4.3,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706268,"Fish, mackerel, canned",2402,Fish,protein,"dinner,lunch",120.0,187.2,27.8,0.0,7.6,0.0,0.0,454.8,2.2,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706267,"Fish, mackerel, fried",2402,Fish,protein,"dinner,lunch",120.0,340.8,20.6,14.1,21.8,0.6,0.2,490.8,4.0,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706265,"Fish, mackerel, grilled",2402,Fish,protein,"dinner,lunch",120.0,265.2,30.5,0.0,14.7,0.0,0.0,380.4,4.1,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706269,"Fish, mullet",2402,Fish,protein,"dinner,lunch",120.0,242.4,25.9,9.3,10.6,0.4,0.2,397.2,2.9,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706271,"Fish, perch, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,166.8,22.8,0.0,7.7,0.0,0.0,370.8,1.8,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706273,"Fish, perch, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,195.6,20.8,9.3,7.8,0.4,0.2,410.4,1.8,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706274,"Fish, perch, fried",2402,Fish,protein,"dinner,lunch",120.0,268.8,16.3,14.1,16.0,0.6,0.2,480.0,2.2,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706272,"Fish, perch, grilled",2402,Fish,protein,"dinner,lunch",120.0,145.2,23.3,0.0,5.1,0.0,0.0,363.6,1.1,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706275,"Fish, perch, steamed",2402,Fish,protein,"dinner,lunch",120.0,138.0,29.4,0.0,1.4,0.0,0.0,211.2,0.3,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706262,"Fish, pickled",2402,Fish,protein,"dinner,lunch",120.0,314.4,17.0,11.6,21.6,0.0,9.3,1044.0,2.9,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706276,"Fish, pike",2402,Fish,protein,"dinner,lunch",120.0,206.4,25.8,9.3,6.7,0.4,0.2,364.8,1.7,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706278,"Fish, pompano, baked or broiled",2402,Fish,protein,"dinner,lunch",120.0,292.8,27.6,0.0,19.6,0.0,0.0,355.2,6.7,False,False,True,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
2706280,"Fish, pompano, baked or broiled, coated",2402,Fish,protein,"dinner,lunch",120.0,302.4,24.8,9.3,17.7,0.4,0.2,397.2,5.9,False,False,False,"USDA FoodData Central FNDDS 2021-2023, October 2024 release"
